804,10468265,4,$94.27 ,24
804,10468266,5,$61.14 ,16
804,10468267,7,$61.14 ,22
969,10468268,3,$61.14 ,23
973,10468269,8,$88.48 ,22
974,10468270,5,$44.77 ,17
978,10468271,5,$50.70 ,20
988,10468272,3,$79.86 ,16
990,10468273,4,$44.77 ,16
996,10468274,3,$4.25 ,22
1001,10468275,3,$98.47 ,24
1014,10468276,5,$57.94 ,24
1018,10468277,5,$19.86 ,21
1025,10468278,6,$58.73 ,25
1034,10468279,5,$61.14 ,23
1043,10468280,7,$61.14 ,18
1046,10468281,3,$66.70 ,15
1046,10468282,4,$61.14 ,17
1056,10468283,4,$5.56 ,17
1063,10468284,5,$33.31 ,23
1070,10468285,4,$94.27 ,21
1070,10468286,7,$61.14 ,15
1079,10468287,5,$61.14 ,25
1088,10468288,3,$61.14 ,17
1095,10468289,7,$88.48 ,21
1108,10468290,4,$44.77 ,20
1110,10468291,4,$50.70 ,15
1112,10468292,7,$79.86 ,24
1118,10468293,4,$44.77 ,18
1128,10468294,5,$4.25 ,25
1135,10468295,5,$98.47 ,22
1144,10468296,3,$57.94 ,24
1158,10468297,4,$19.86 ,22
1163,10468298,5,$58.73 ,17
1166,10468299,4,$61.14 ,17
1166,10468300,8,$61.14 ,22
1174,10468301,4,$66.70 ,22
1189,10468302,7,$61.14 ,24
1203,10468303,7,$5.56 ,19
1204,10468304,7,$33.31 ,18
1211,10468305,3,$94.27 ,19
1214,10468306,5,$61.14 ,19
1228,10468307,3,$61.14 ,25
1240,10468308,3,$61.14 ,25
1249,10468309,4,$88.48 ,25
1253,10468310,5,$44.77 ,20
1258,10468311,5,$50.70 ,15
1270,10468312,7,$79.86 ,21
1278,10468313,8,$44.77 ,25
1289,10468314,5,$4.25 ,15
1303,10468315,6,$98.47 ,22
1309,10468316,8,$57.94 ,23
1312,10468317,7,$19.86 ,19
1325,10468318,8,$58.73 ,15
1335,10468319,7,$61.14 ,16
1339,10468320,3,$61.14 ,18
1341,10468321,3,$66.70 ,22
1350,10468322,4,$61.14 ,21
1353,10468323,3,$5.56 ,17
1360,10468324,8,$33.31 ,25
1369,10468325,4,$94.27 ,19
1380,10468326,7,$61.14 ,20
1382,10468327,5,$61.14 ,16
1392,10468328,7,$61.14 ,21
1405,10468329,5,$88.48 ,15
1420,10468330,8,$44.77 ,21
1429,10468331,3,$50.70 ,22
1430,10468332,8,$79.86 ,24
1436,10468333,3,$44.77 ,25
1448,10468334,8,$4.25 ,25
1463,10468335,5,$98.47 ,19
1469,10468336,5,$57.94 ,17
1472,10468337,3,$19.86 ,20
1480,10468338,8,$58.73 ,18
1485,10468339,8,$61.14 ,25
1493,10468340,5,$61.14 ,25
1494,10468341,8,$66.70 ,15
1502,10468342,3,$61.14 ,18
1510,10468343,4,$5.56 ,22
