804,10468248,19,$61.14 ,8
804,10468249,15,$88.48 ,6
804,10468250,18,$44.77 ,5
804,10468251,19,$50.70 ,5
804,10468252,25,$79.86 ,6
804,10468253,19,$44.77 ,7
804,10468254,25,$4.25 ,3
804,10468255,24,$98.47 ,5
804,10468256,24,$57.94 ,3
804,10468257,18,$19.86 ,7
804,10468258,22,$58.73 ,4
804,10468259,15,$61.14 ,6
804,10468260,17,$61.14 ,4
804,10468261,19,$66.70 ,3
804,10468262,18,$61.14 ,7
804,10468263,21,$5.56 ,5
804,10468264,21,$33.31 ,8
804,10468265,24,$94.27 ,4
804,10468266,16,$61.14 ,5
804,10468267,22,$61.14 ,7
969,10468268,23,$61.14 ,3
973,10468269,22,$88.48 ,8
974,10468270,17,$44.77 ,5
978,10468271,20,$50.70 ,5
988,10468272,16,$79.86 ,3
990,10468273,16,$44.77 ,4
996,10468274,22,$4.25 ,3
1001,10468275,24,$98.47 ,3
1014,10468276,24,$57.94 ,5
1018,10468277,21,$19.86 ,5
1025,10468278,25,$58.73 ,6
1034,10468279,23,$61.14 ,5
1043,10468280,18,$61.14 ,7
1046,10468281,15,$66.70 ,3
1046,10468282,17,$61.14 ,4
1056,10468283,17,$5.56 ,4
1063,10468284,23,$33.31 ,5
1070,10468285,21,$94.27 ,4
1070,10468286,15,$61.14 ,7
1079,10468287,25,$61.14 ,5
1088,10468288,17,$61.14 ,3
1095,10468289,21,$88.48 ,7
1108,10468290,20,$44.77 ,4
1110,10468291,15,$50.70 ,4
1112,10468292,24,$79.86 ,7
1118,10468293,18,$44.77 ,4
1128,10468294,25,$4.25 ,5
1135,10468295,22,$98.47 ,5
1144,10468296,24,$57.94 ,3
1158,10468297,22,$19.86 ,4
1163,10468298,17,$58.73 ,5
1166,10468299,17,$61.14 ,4
1166,10468300,22,$61.14 ,8
1174,10468301,22,$66.70 ,4
1189,10468302,24,$61.14 ,7
1203,10468303,19,$5.56 ,7
1204,10468304,18,$33.31 ,7
1211,10468305,19,$94.27 ,3
1214,10468306,19,$61.14 ,5
1228,10468307,25,$61.14 ,3
1240,10468308,25,$61.14 ,3
1249,10468309,25,$88.48 ,4
1253,10468310,20,$44.77 ,5
1258,10468311,15,$50.70 ,5
1270,10468312,21,$79.86 ,7
1278,10468313,25,$44.77 ,8
1289,10468314,15,$4.25 ,5
1303,10468315,22,$98.47 ,6
1309,10468316,23,$57.94 ,8
1312,10468317,19,$19.86 ,7
1325,10468318,15,$58.73 ,8
1335,10468319,16,$61.14 ,7
1339,10468320,18,$61.14 ,3
1341,10468321,22,$66.70 ,3
1350,10468322,21,$61.14 ,4
1353,10468323,17,$5.56 ,3
1360,10468324,25,$33.31 ,8
1369,10468325,19,$94.27 ,4
1380,10468326,20,$61.14 ,7
1382,10468327,16,$61.14 ,5
1392,10468328,21,$61.14 ,7
1405,10468329,15,$88.48 ,5
1420,10468330,21,$44.77 ,8
1429,10468331,22,$50.70 ,3
1430,10468332,24,$79.86 ,8
1436,10468333,25,$44.77 ,3
1448,10468334,25,$4.25 ,8
1463,10468335,19,$98.47 ,5
1469,10468336,17,$57.94 ,5
1472,10468337,20,$19.86 ,3
1480,10468338,18,$58.73 ,8
1485,10468339,25,$61.14 ,8
1493,10468340,25,$61.14 ,5
1494,10468341,15,$66.70 ,8
1502,10468342,18,$61.14 ,3
1510,10468343,22,$5.56 ,4
